配信日時,プレスリリースURL,プレスリリースタイトル,プレスリリース種類,プレスリリースカテゴリ1,プレスリリースカテゴリ2,会社名,会社URL,業種,住所,電話番号,代表者,上場区分,資本金,設立日,資本金（万円）,設立年,設立月
2025-07-01 14:00:02,https://prtimes.jp/main/html/rd/p/000000093.000087241.html,オリゼの米麹グラノーラが伊豆大島「WELAGO」にて7月より取り扱い開始,商品サービス,食品・お菓子,ダイエット・健康食品・サプリメント,株式会社オリゼ,https://www.oryzae.site/,商業（卸売業、小売業）,東京都目黒区大橋 2丁目6-12 佐藤フラッツ301,-,小泉泰英,未上場,9000万円,2018年05月,9000,2018,5
2025-07-01 14:00:02,https://prtimes.jp/main/html/rd/p/000000110.000146951.html,「仙臺驛政宗」「奥州・仙台おもてなし集団伊達武将隊」15周年記念酒お披露目イベント開催！,イベント,ソフトドリンク・アルコール飲料,広告・宣伝・PR,JR東日本東北総合サービス株式会社,https://www.livit.jregroup.ne.jp/,商業（卸売業、小売業）,宮城県仙台市青葉区中央4丁目10ー3 JMFビル仙台01,-,弭間　俊則,未上場,-,1989年08月,-,1989,8
2025-07-01 14:00:02,https://prtimes.jp/main/html/rd/p/000000760.000010591.html,社名変更に伴い、レバウェル株式会社がコーポレートサイトを刷新,経営情報,就職・転職・人材派遣・アルバイト,福祉・介護・リハビリ,レバレジーズ株式会社,http://leverages.jp/,サービス業,東京都渋谷区渋谷2丁目24番12号　 渋谷スクランブルスクエア24F/25F,03-5774-1632,岩槻 知秀,未上場,5000万円,2005年04月,5000,2005,4
2025-07-01 13:58:08,https://prtimes.jp/main/html/rd/p/000000182.000013467.html,【7月8日(火)11:00～ 無料オンラインセミナー】アイデアは「顧客起点」で育てる〜思い付いたアイデアをどうやって事業企画に仕立てるか〜,イベント,経営・コンサルティング,マーケティング・リサーチ,キュレーションズ株式会社,http://curations.jp,サービス業,東京都渋谷区東1丁目8番4号 INO SHIBUYA 1F,03-6447-5985,根本隆之,未上場,-,2013年07月,-,2013,7
2025-07-01 13:55:34,https://prtimes.jp/main/html/rd/p/000000008.000085138.html,＜Q-ROOMS. HARAJUKU＞2025年7月12日(土)GRAND OPEN!!!,商品サービス,旅行・観光,アート・カルチャー,株式会社グラム,https://www.Q-pot.jp,商業（卸売業、小売業）,東京都渋谷区神宮前2-27-10 2F,-,勢馬 一正,-,1000万円,1987年01月,1000,1987,1
2025-07-01 13:55:26,https://prtimes.jp/main/html/rd/p/000000035.000151397.html,"関西外国語大学は、7月11日、米国の映画監督アン・兼子氏を招き、映画「Manzanar, Diverted: When Water Becomes Dust」を上映、トークを行います",イベント,学校・大学,映画・演劇・DVD,関西外国語大学,-,教育・学習支援業,大阪府枚方市中宮東之町16-1,072-805-2801,谷本榮子,未上場,-,1945年11月,-,1945,11
2025-07-01 13:55:10,https://prtimes.jp/main/html/rd/p/000000002.000164860.html,掲載無料＆即スカウト！ドローン人材プラットフォーム「DroneHero」登場,商品サービス,就職・転職・人材派遣・アルバイト,None,Tactics,https://tactics-drone.com/,教育・学習支援業,神奈川県横浜市港北区新横浜1-1-20,090-6838-4631,下川,未上場,-,2024年10月,-,2024,10
2025-07-01 13:52:02,https://prtimes.jp/main/html/rd/p/000000002.000143362.html,名古屋市デジタル人材育成事業　受講企業募集開始,イベント,学校・大学,None,名古屋工業大学　産学官金連携機構,-,教育・学習支援業,名古屋市昭和区御器所町字木市29番 18号館,052-735-5627,矢野　卓真,未上場,-,-,-,-,-
2025-07-01 13:50:26,https://prtimes.jp/main/html/rd/p/000000556.000005541.html,営業職員チャネルのコンプライアンス・リスク管理態勢の更なる高度化に向けた当社の取組み状況について,その他,生命保険・損害保険,None,メットライフ生命,https://www.metlife.co.jp/,金融・保険業,東京都千代田区紀尾井町1番3号 東京ガーデンテラス紀尾井町紀尾井タワー,-,ディルク・オステイン,未上場,2226億円,-,22260000,-,-
2025-07-01 13:50:17,https://prtimes.jp/main/html/rd/p/000000010.000136023.html,100年企業を目指して、グループ企業理念を見直しビジョンを新たに策定,経営情報,鉄鋼・金属・ガラス・土石・ゴム,電子部品・半導体・電気機器,冨士ダイス株式会社,https://www.fujidie.co.jp/,製造業,東京都大田区下丸子2-17-10,03-3759-7181,春田善和,東証プライム,1億6400万円,1949年06月,16400,1949,6
2025-07-01 13:50:01,https://prtimes.jp/main/html/rd/p/000000099.000102999.html,マーケティングの初歩！データ分析・超入門 オンラインセミナー7月31日開催 株式会社マーケティング研究協会,イベント,マーケティング・リサーチ,経営・コンサルティング,株式会社マーケティング研究協会,https://www.marken.co.jp/,サービス業,東京都港区芝大門1丁目2番8号 COSMIC BLDG 2F,03-6435-6347,平林　信吾,未上場,3200万円,1962年01月,3200,1962,1
2025-07-01 13:50:01,https://prtimes.jp/main/html/rd/p/000000074.000108055.html,"【支援総額4,280万円突破】会員制パフェバー「Remake easy」、クラウドファンディングを実施した博多天神店が過去最大の支援額を達成！今後の会員募集や特別企画のご案内は公式SNSで発信予定。",キャンペーン,レストラン・ファストフード・居酒屋,None,Remake easy株式会社,https://remakeeasy.com/,飲食店・宿泊業,東京都渋谷区渋谷 3-18-10 大野ビル2号館8階,-,林巨樹,未上場,99万円,2022年08月,99,2022,8
2025-07-01 13:48:29,https://prtimes.jp/main/html/rd/p/000000491.000017505.html,FINIS、競泳用テクニカルトレーニング製品【マンタパドル】モニターキャンペーン実施中！,キャンペーン,スポーツ,None,ゼット株式会社,https://zett.jp/,製造業,大阪府大阪市天王寺区烏ケ辻1-2-16,06-6779-1171,渡辺裕之,東証2部,10億510万円,1950年12月,100510,1950,12
2025-07-01 13:46:44,https://prtimes.jp/main/html/rd/p/000000025.000138264.html,bossjobブースに500名以上来場！「外国人就職・進学EXPO 2025」,イベント,就職・転職・人材派遣・アルバイト,ネットサービス,Yolo Technology株式会社,https://bossjobjp.com/corporate,情報通信,東京都港区浜松町 2-12-11 BizFlex浜松町 6F,03-5860-1025,CHEAH JACK,未上場,1億円,2023年07月,10000,2023,7
2025-07-01 13:44:42,https://prtimes.jp/main/html/rd/p/000000045.000046782.html,肺がん患者の多遺伝子検査の実施率が急増、300病院のデータを分析,調査レポート,医薬・製薬,マーケティング・リサーチ,株式会社グローバルヘルスコンサルティング・ジャパン,https://www.ghc-j.com/,医療・福祉,東京都新宿区新宿六丁目27‐30 新宿イーストサイドスクエア5F,03-6380-2401,渡辺幸子,未上場,-,2004年03月,-,2004,3
2025-07-01 13:40:32,https://prtimes.jp/main/html/rd/p/000000437.000026206.html,一日の終わりに、香りのご褒美を。シャワータイムをひとときのリラックスタイムに変える、新発想ゼリーフレグランス『jelloma(ジェロマ)』が7月16日(水)に発売。,商品サービス,日用品・生活雑貨,None,株式会社ドリームズ,http://www.dreams6.com/,製造業,東京都新宿区高田馬場3-14-3 八達ビル2F,03-5332-3955,添谷徹,未上場,3000万円,1996年05月,3000,1996,5
2025-07-01 13:40:23,https://prtimes.jp/main/html/rd/p/000000021.000103459.html,GUILD株式会社、韓国EBSの人気アニメ『Aeko And Friends』を活用したLINE Mini Dapp『Aeko&Friends: Cube Merge』の開発支援を実施,経営情報,スマートフォンゲーム,テレビ・CM,GUILD株式会社,https://guild.support/,サービス業,東京都渋谷区神宮前6丁目23番4号,-,小宮滉,未上場,-,2022年05月,-,2022,5
2025-07-01 13:40:01,https://prtimes.jp/main/html/rd/p/000000462.000008833.html,越境EC支援を手がける台湾企業「ViewEC」がNETSEAに初出展！7/1～14【台湾特集】限定開催,商品サービス,EC・通販,卸売・問屋,株式会社オークファン,https://aucfan.co.jp/,情報通信,東京都品川区北品川5-1-18 住友不動産大崎ツインビル東館７F,03-6809-0951,武永 修一,東証グロース,9億7368万円,2007年06月,97368,2007,6
2025-07-01 13:40:01,https://prtimes.jp/main/html/rd/p/000000705.000045400.html,【愛知県一宮市】夏休みレジャーに新定番！涼しさ満点の水遊びとバーベキューが一緒に楽しめる！,商品サービス,レストラン・ファストフード・居酒屋,アウトドア・登山,ウッドデザインパーク株式会社,https://wood-designpark.jp,飲食店・宿泊業,愛知県岡崎市鍛埜町字日面８－４,052-879-3557,鈴木大基,未上場,500万円,2018年05月,500,2018,5
2025-07-01 13:38:39,https://prtimes.jp/main/html/rd/p/000001662.000013670.html,【横浜市】吉田兼好の歌にも詠まれた「いたち川」を未来へ！クラウドファンディング型ふるさと納税７月１日スタート,その他,政治・官公庁・地方自治体,環境・エコ・リサイクル,横浜市,http://www.city.yokohama.lg.jp/,官公庁・地方自治体,横浜市中区本町6丁目50番地10,-,山中　竹春,-,-,-,-,-,-
2025-07-01 13:38:08,https://prtimes.jp/main/html/rd/p/000000005.000164843.html,「頭皮冷却法ってなに？～抗がん剤治療の脱毛予防法～」講演会（四国がんセンター）,イベント,医療・病院,None,独立行政法人国立病院機構四国がんセンター,https://shikoku-cc.hosp.go.jp/hospital/,医療・福祉,愛媛県松山市南梅本町甲160,089-999-1111,山下　素弘,未上場,-,2004年04月,-,2004,4
2025-07-01 13:37:15,https://prtimes.jp/main/html/rd/p/000000012.000130542.html,【夏休みのお出かけに最適！ 「鮎つかみ・鮎の塩焼き・BBQ」大自然の中の「道の駅」で夏を大満喫！,イベント,旅行・観光,テーマパーク・遊園地,一般財団法人和知ふるさと振興センター,https://www.wachi-nagomi.com,商業（卸売業、小売業）,京都府船井郡京丹波町坂原上モジリ11番地,0771-84-1008,片山俊明,未上場,-,1988年06月,-,1988,6
2025-07-01 13:36:32,https://prtimes.jp/main/html/rd/p/000000828.000088209.html,7/26「北海道漁業就業支援フェア2025inさっぽろ」開催！,イベント,広告・宣伝・PR,農林・水産,北海道,https://www.pref.hokkaido.lg.jp/,官公庁・地方自治体,北海道札幌市中央区北三条西6丁目,-,鈴木　直道,-,-,-,-,-,-
2025-07-01 13:36:07,https://prtimes.jp/main/html/rd/p/000000082.000140732.html,Hakuhodo DY ONEが運営に携わる「全国小学生プログラミング大会 ゼロワングランドスラム2025」開催決定,イベント,広告・宣伝・PR,マーケティング・リサーチ,株式会社Hakuhodo DY ONE,https://www.hakuhodody-one.co.jp/,サービス業,東京都港区赤坂5丁目3-1 赤坂Bizタワー,-,小坂 洋人,未上場,-,2024年04月,-,2024,4
2025-07-01 13:35:24,https://prtimes.jp/main/html/rd/p/000000006.000145484.html,「THE ROAD RACE TOKYO TAMA 2025」に移動型独立電源「N3 エヌキューブ」とベアリングを楽しく学べるイベント「NTN回る学校」を出展,イベント,広告・宣伝・PR,None,NTN株式会社,https://www.ntn.co.jp/japan/index.html,製造業,大阪府大阪市北区中之島6番32号 ダイビル本館,06-6443-5001,鵜飼 英一,東証プライム,-,1918年03月,-,1918,3
2025-07-01 13:34:33,https://prtimes.jp/main/html/rd/p/000000230.000033008.html,執行役員人事に関するお知らせ,人物,広告・宣伝・PR,ネットサービス,株式会社アドウェイズ,https://www.adways.net/,情報通信,東京都新宿区西新宿五丁目一番一号 住友不動産新宿ファーストタワー5階,03-6771-8514,山田 翔,東証プライム,17億1700万円,2001年02月,171700,2001,2
2025-07-01 13:34:28,https://prtimes.jp/main/html/rd/p/000000033.000107669.html,株式会社Reelu、IVS2025の新たな目玉コンテンツ 「IVS Startup Market」に出展 #IVS参加表明,商品サービス,旅行・観光,就職・転職・人材派遣・アルバイト,株式会社Reelu,https://corporate.reelu.jp/,情報通信,東京都港区赤坂8-4-14 青山タワープレイス8F,-,今野珠優,未上場,-,2022年04月,-,2022,4
2025-07-01 13:31:52,https://prtimes.jp/main/html/rd/p/000000021.000103287.html,【福岡会場】好評開催中！五感で体感する浮世絵の世界へ 「動き出す浮世絵展 FUKUOKA」JR博多シティにて8月17日（日）まで開催！,イベント,アート・カルチャー,旅行・観光,株式会社シーズ・ライブ,https://www.ss-live.ws/,サービス業,佐賀県三養基郡基山町小倉1667-4,0942-50-8711,渋谷　征代加,未上場,1000万円,2008年02月,1000,2008,2
2025-07-01 13:30:58,https://prtimes.jp/main/html/rd/p/000000022.000113051.html,【CDエナジー】「夏をクールに乗り越えよう！キャンペーン」を実施します！！,キャンペーン,電気・ガス・資源・エネルギー,None,株式会社ＣＤエナジーダイレクト,https://www.cdedirect.co.jp,電気・ガス業,東京都中央区日本橋室町四丁目５番１号 さくら室町ビル,03-6281-9585,武村　勝博,未上場,17億5000万円,2018年04月,175000,2018,4
2025-07-01 13:30:26,https://prtimes.jp/main/html/rd/p/000000001.000164508.html,港区芝大門に犬猫専用トータルケアサロン「Furden Pet Salon」誕生,商品サービス,ペット・ペット用品,None,アニファム株式会社,https://anifam.jp/,サービス業,東京都港区六本木3-6-9 K2ビル,-,飯田輝,未上場,100万円,2025年02月,100,2025,2
2025-07-01 13:30:12,https://prtimes.jp/main/html/rd/p/000000007.000144971.html,"【5周年記念】CLINIC N東京銀座、ミラドライ「広範囲＋中央ダブル照射」モニター 250,000円（税込275,000円)を ご提供開始",商品サービス,医療・病院,フィットネス・ヘルスケア,CLINIC N (クリニックN),https://www.clinic-n.com/,医療・福祉,東京都中央区銀座7-13-1 STAGE GINZA 6F,-,小川　直美,未上場,-,-,-,-,-
2025-07-01 13:30:07,https://prtimes.jp/main/html/rd/p/000000393.000099909.html,母子手帳アプリ『母子モ』が北海道雨竜町で提供を開始！,商品サービス,スマートフォンアプリ,出産・育児,母子モ株式会社,https://www.boshimo.co.jp/,情報通信,東京都新宿区西新宿三丁目20番2号 東京オペラシティ３５階,03-5333-6025,宮本 大樹,未上場,1000万円,-,1000,-,-
2025-07-01 13:30:02,https://prtimes.jp/main/html/rd/p/000000135.000032261.html,TikTok Shop公式TAP（TikTok Affiliate Partner）取得！toridoriグループが、出品者とクリエイターの売上最大化を目指すアフィリエイト支援サービスを強化,商品サービス,ネットサービス,EC・通販,toridori,https://toridori.co.jp,情報通信,東京都渋谷区円山町28-1 渋谷道玄坂スカイビル8階,03-6892-3591,中山貴之,東証グロース,-,2016年06月,-,2016,6
2025-07-01 13:30:02,https://prtimes.jp/main/html/rd/p/000001905.000030117.html,【ホテルニューグランド】選りすぐりの味を詰め合わせたセットを数量限定で販売！冷凍食品シリーズ「昭和100年記念セット」（公式オンラインショップ）,商品サービス,中食・宅配,ホテル・旅館,JR東日本ホテルズ,https://www.nihonhotel.com/,サービス業,東京都豊島区西池袋1-6-1,-,三林　宏幸,未上場,5億円,1981年11月,50000,1981,11
2025-07-01 13:30:02,https://prtimes.jp/main/html/rd/p/000000592.000025058.html,がんとメンタル不調「おうち入院」スマホ手記を公開：弊社「がんと心のリゾート」内で39歳で大腸がん・メンタル不調の妻を支える夫目線でのがんと精神疾患の闘病記を公開【日本マネジメント総合研究所合同会社】,調査レポート,医療・病院,None,JMRI,https://www.jmri.co.jp/,サービス業,東京都港区赤坂2-16-6 BIZMARKS赤坂1階,050-3196-4513,戸村　智憲,未上場,111万円,2003年03月,111,2003,3
2025-07-01 13:30:02,https://prtimes.jp/main/html/rd/p/000000966.000005279.html,直筆サイン入り複製原画が当たる！佐倉リコ先生『ストロベリーキス・メルト(2)』発売記念キャンペーン開催！【ホーリンラブブックス】,キャンペーン,漫画・アニメ,雑誌・本・出版物,株式会社TORICO,https://www.torico-corp.com/,商業（卸売業、小売業）,東京都千代田区九段南2-1-30 イタリア文化会館9F,03-6261-4346,安藤拓郎,東証グロース,3億4910万円,2005年07月,34910,2005,7
2025-07-01 13:30:02,https://prtimes.jp/main/html/rd/p/000003628.000011710.html,女優・声優 林鼓子　オフィシャルサイト/ファンクラブサイトを開設！,人物,芸能,ネットサービス,ぴあ株式会社,http://corporate.pia.jp/,サービス業,東京都渋谷区東1-2-20 渋谷ファーストタワー,03-5772-5200,矢内　廣,東証1部,59億2400万円,1974年12月,592400,1974,12
2025-07-01 13:30:02,https://prtimes.jp/main/html/rd/p/000000189.000059395.html,不動産売買事業のさらなる強化のため　直営店5店舗を出店,その他,住宅・マンション,建設・土木,株式会社And Doホールディングス,https://www.housedo.co.jp/and-do/,不動産業,東京都千代田区丸の内1丁目8番1号 丸の内トラストタワーＮ館17F,03-5220-5003,安藤 正弘,東証プライム,34億5700万円,2009年01月,345700,2009,1
2025-07-01 13:30:02,https://prtimes.jp/main/html/rd/p/000000412.000018526.html,Shufoo!、最高のスーパーを投票で決める「ベストオブスーパー2025」を開催　昨年の投票数は14万票超え！魅力的な地域スーパーや各部門ナンバー1も決定,商品サービス,ネットサービス,百貨店・スーパー・コンビニ・ストア,株式会社ONE COMPATH,https://onecompath.com/,情報通信,東京都港区芝浦3-19-26 TOPPAN芝浦ビル,-,早川 礼,未上場,-,1997年01月,-,1997,1
2025-07-01 13:30:02,https://prtimes.jp/main/html/rd/p/000000199.000033942.html,「GRACE CONTINENTAL GREEN EFFORTS PROGRAM」７月１日（火）からスタート～環境・社会貢献活動の一環として全国の店舗で衣料品を回収～,商品サービス,レディースファッション,None,株式会社オンワードホールディングス,https://www.onward-hd.co.jp/,商業（卸売業、小売業）,東京都中央区日本橋3-10-5 オンワードパークビルディング,03-4512-1020,保元 道宣,東証プライム,300億7900万円,1947年09月,3007900,1947,9
2025-07-01 13:30:02,https://prtimes.jp/main/html/rd/p/000000198.000035577.html,こんにゃく抽出物が睡眠の質に影響することを確認,その他,化学,None,株式会社ダイセル,https://www.daicel.com/,製造業,大阪市北区大深町3-1 グランフロント大阪タワーB,06-7639-7171,小河義美,東証プライム,362億7544万円,1919年09月,3627544,1919,9
2025-07-01 13:30:02,https://prtimes.jp/main/html/rd/p/000000279.000014784.html,『未来につなげる終身保険v2』を新たに三十三銀行で販売開始,商品サービス,生命保険・損害保険,None,マニュライフ生命保険株式会社,http://www.manulife.co.jp/top,金融・保険業,東京都新宿区西新宿3丁目20番2号 東京オペラシティタワー30階,03-6331-6900,ライアン・シャーランド,海外市場,-,1999年03月,-,1999,3
2025-07-01 13:30:02,https://prtimes.jp/main/html/rd/p/000001493.000001511.html,【ぐるなびリサーチ部】“ラーメン”に関する調査,調査レポート,レストラン・ファストフード・居酒屋,None,株式会社ぐるなび,http://www.gnavi.co.jp/,情報通信,東京都千代田区有楽町1-1-2 日比谷三井タワー11階,03-6744-6463,杉原 章郎,東証プライム,1億円,1989年10月,10000,1989,10
2025-07-01 13:30:02,https://prtimes.jp/main/html/rd/p/000000184.000030937.html,高1・2生・中高一貫校中3生対象／自宅で受験／参加無料『大学入学共通テスト トライアル』のご案内～共通テストを体験することが難関大合格への第一歩～,イベント,学習塾・予備校・通信教育,学校・大学,学校法人 河合塾,http://www.kawaijuku.jp/,教育・学習支援業,愛知県名古屋市千種区今池2-1-10,-,河合 英樹,未上場,-,1933年11月,-,1933,11
2025-07-01 13:30:02,https://prtimes.jp/main/html/rd/p/000000219.000155396.html,夏祭りをテーマにした「そっくりスイーツ」3商品を発売！「ビール」「お好み焼き」「焼きそば」みたいなスイーツが登場 セブン‐イレブンで7月7日（月）から数量限定販売,商品サービス,食品・お菓子,百貨店・スーパー・コンビニ・ストア,株式会社セブン‐イレブン・ジャパン,https://www.sej.co.jp/index.html,商業（卸売業、小売業）,東京都千代田区二番町 8番地8,-,阿久津 知洋,東証プライム,172億円,1973年11月,1720000,1973,11
2025-07-01 13:30:02,https://prtimes.jp/main/html/rd/p/000000043.000116313.html,【Letra】POP UP SHOP 7月4日から横浜ジョイナスにて、株式会社ソラオブトウキョウ flowerと合同で開催します！,イベント,シューズ・バッグ,レディースファッション,株式会社ソラオブトウキョウ,https://www.flower-shibuya.com/solaoftokyo-company,商業（卸売業、小売業）,東京都渋谷区神南1-3-10 神南アールビルB1,03-6809-0590,北嶋正則,未上場,1000万円,1993年08月,1000,1993,8
2025-07-01 13:30:02,https://prtimes.jp/main/html/rd/p/000000039.000088448.html,イタリアで130年磨かれ続けてきたベルモット『コッキ』の魅力を伝えるイベント「COCCHI &SPIRITS」を開催！,商品サービス,ソフトドリンク・アルコール飲料,None,アンドスピリッツ株式会社,-,商業（卸売業、小売業）,東京都目黒区上目黒1-14-6 メゾンベルウッド1階,03-6416-5417,黒田 亜衣,未上場,-,2020年11月,-,2020,11
2025-07-01 13:30:02,https://prtimes.jp/main/html/rd/p/000000002.000121185.html,「もう我慢しない」女性専門セラピスト直伝・ストレス＆マタニティケア講座、全国21地域で同時開講！,商品サービス,フィットネス・ヘルスケア,出産・育児,一般社団法人　日本ストレスリーディングケア協会,https://stress-reading.com/,教育・学習支援業,愛知県名古屋市千種区猫洞通 4-30-7 2F,052-228-9764,新美たかこ,未上場,-,2019年02月,-,2019,2
2025-07-01 13:30:02,https://prtimes.jp/main/html/rd/p/000000070.000045402.html,カラリス「care+（ケアプラス）」 7月1日（火）再入荷！！,商品サービス,スキンケア・化粧品・ヘア用品,None,株式会社ストークメディエーション,https://www.coloris.shop,商業（卸売業、小売業）,東京都渋谷区神宮前6-23-4,050-1744-7444,梅野祐樹,未上場,990万円,2018年11月,990,2018,11
2025-07-01 13:30:02,https://prtimes.jp/main/html/rd/p/000000005.000131589.html,韓国農水産食品流通公社東京支社、2025大阪・関西万博にてK-FOOD常設広報館を運営,イベント,農林・水産,食品・お菓子,韓国農水産食品流通公社　東京支社,-,水産・農林業,東京都新宿区四谷4-4-10 KOREA CENTER 5F,03-5367-6657,尹祥榮,未上場,-,-,-,-,-
2025-07-01 13:30:02,https://prtimes.jp/main/html/rd/p/000000348.000016361.html,「タント」「タント カスタム」「タント ファンクロス」にお買い得な特別仕様車 “Limited”シリーズ を設定,商品サービス,自動車・カー用品,None,ダイハツ工業株式会社,https://www.daihatsu.com/jp/,製造業,大阪府池田市ダイハツ町1番1号,-,井上　雅宏,未上場,284億434万円,1907年03月,2840434,1907,3
2025-07-01 13:30:02,https://prtimes.jp/main/html/rd/p/000000005.000145722.html,完成！鈴木さんちの有精卵マヨネーズ！有限会社鈴木養鶏場（大分県日出町）のアニマルウェルフェア（動物福祉）鶏舎でニワトリ達が産んだ有精卵のマヨネーズ！,商品サービス,食品・お菓子,環境・エコ・リサイクル,有限会社鈴木養鶏場,https://www.suzuki-egg.jp/,水産・農林業,大分県速見郡日出町藤原5707-12,0977-72-6734,鈴木智久,未上場,-,-,-,-,-
2025-07-01 13:30:02,https://prtimes.jp/main/html/rd/p/000000016.000031555.html,【グリークヨーグルトがシュークリームに！？】横浜西口に「& Yogurt（アンドヨーグルト）」が7月12日（土）に2店舗目NEW OPEN！！,商品サービス,食品・お菓子,レストラン・ファストフード・居酒屋,株式会社iai,http://i-air.co.jp/,商業（卸売業、小売業）,神奈川県横浜市西区高島2-6-32 横浜東口ウィスポートビル１５階,045-595-9717,舟久保　大輔,未上場,1000万円,2014年12月,1000,2014,12
2025-07-01 13:29:45,https://prtimes.jp/main/html/rd/p/000000090.000137984.html,富士山の自然で遊べる「富士すばるランド」で夏季限定イベント「カブトムシ狩り」を7月19日(土)から開催！ウェブ予約受付中！他にもプールやサッカー教室など夏のイベント盛りだくさん！,イベント,テーマパーク・遊園地,旅行・観光,富士観光開発株式会社,https://www.fujikanko.co.jp/,サービス業,山梨県南都留郡富士河口湖町船津3633-1,0555-72-1188,志村和也,未上場,5000万円,1959年06月,5000,1959,6
2025-07-01 13:29:36,https://prtimes.jp/main/html/rd/p/000000009.000155776.html,会員制経営者コミュニティ『 TP PRIME MEMBERS 』スポンサー企業様一覧 (7/1最新),商品サービス,経営・コンサルティング,ネットサービス,TPホールディングス株式会社,https://tp-holdings.co.jp/,金融・保険業,東京都渋谷区恵比寿4-3-14 恵比寿SSビル9階,-,関野 大介,未上場,5000万円,2024年03月,5000,2024,3
2025-07-01 13:29:33,https://prtimes.jp/main/html/rd/p/000000045.000103130.html,日本最大の小学生向けプログラミングコンテストTech Kids Grand Prix 2025 supported by Cygames 応募受付開始！,イベント,学習塾・予備校・通信教育,パソコンソフトウェア,株式会社CA Tech Kids,https://techkidsschool.jp/,教育・学習支援業,東京都渋谷区渋谷 渋谷スクランブルスクエア23階,03-5489-8639,上野朝大,未上場,-,2013年05月,-,2013,5
2025-07-01 13:28:36,https://prtimes.jp/main/html/rd/p/000000004.000165139.html,今年のテーマはスポーツ！第5回「トキワ荘のまち4コママンガ大賞」の作品を7月1日から募集を開始します,イベント,政治・官公庁・地方自治体,漫画・アニメ,東京都豊島区,https://www.city.toshima.lg.jp,官公庁・地方自治体,東京都豊島区南池袋2-45-1,03-3981-1111,高際みゆき,-,-,-,-,-,-
2025-07-01 13:26:45,https://prtimes.jp/main/html/rd/p/000000020.000085012.html,獣医師共創 × ヒト幹細胞エクソソーム配合『Dr.WANDEL』が世界水準のHvO世界大賞を獲得,商品サービス,ペット・ペット用品,EC・通販,株式会社ライブナビ,https://livenavi.co.jp/,商業（卸売業、小売業）,さいたま市大宮区桜木町4-333-13 大同生命さいたま大宮ビル13F,048-657-7920,野口裕,未上場,-,2008年08月,-,2008,8
2025-07-01 13:26:20,https://prtimes.jp/main/html/rd/p/000000021.000085012.html,ヒトの健康に”幹細胞ケア”『LNエクソソーム』がHvO世界大賞を受賞！,商品サービス,フィットネス・ヘルスケア,EC・通販,株式会社ライブナビ,https://livenavi.co.jp/,商業（卸売業、小売業）,さいたま市大宮区桜木町4-333-13 大同生命さいたま大宮ビル13F,048-657-7920,野口裕,未上場,-,2008年08月,-,2008,8
2025-07-01 13:23:39,https://prtimes.jp/main/html/rd/p/000000019.000063908.html,一般社団法人Independent Music Coalition Japan (IMCJ)新体制を発表,経営情報,音楽,None,一般社団法人Independent Music Coalition Japan,https://www.imcj.or.jp,財団法人・社団法人・宗教法人,東京都港区海岸1-7-1 東京ポートシティ竹芝オフィスタワー8階CiP内,-,山下雄史、大石征裕,未上場,-,2017年12月,-,2017,12
2025-07-01 13:22:02,https://prtimes.jp/main/html/rd/p/000000122.000043381.html,“7”が3つ並ぶ特別な日！令和7年7月7日（月）七夕限定デザインの御朱印が登場！！,イベント,旅行・観光,テーマパーク・遊園地,東京タワー,https://www.tokyotower.co.jp,サービス業,東京都港区芝公園 4-2-8,03-3433-5111,前田伸,未上場,1億円,1957年05月,10000,1957,5
2025-07-01 13:20:01,https://prtimes.jp/main/html/rd/p/000000006.000093360.html,AIで人の接近を警告するフォークリフト用モニターシステム「人身事故防止AIカメラシステム QX」を発売,商品サービス,自動車・カー用品,物流・倉庫・貨物,株式会社INBYTE,http://inbyte.jp/,製造業,東京都港区麻布台2-4-2 保科ビル4階,03-6809-1702,李泰湖,未上場,2650万円,2005年09月,2650,2005,9
2025-07-01 13:19:51,https://prtimes.jp/main/html/rd/p/000000177.000068824.html,三金商事から5つの香りの「フルーツフレグランス」が新登場♪,商品サービス,日用品・生活雑貨,自動車・カー用品,"三金商事株式会社（MITSUKIN SHOJI Co., Ltd.）",http://mitsukin.info/,商業（卸売業、小売業）,大分県大分市碩田町3-1-35 Mitsukin bldg.,097-574-9906,田中新一,未上場,1000万円,2011年04月,1000,2011,4
2025-07-01 13:19:22,https://prtimes.jp/main/html/rd/p/000001087.000001552.html,「IT資産管理/エンドポイントセキュリティ 2025 夏」に協賛します,イベント,パソコンソフトウェア,アプリケーション・セキュリティ,Ｓｋｙ株式会社,https://www.skygroup.jp/,情報通信,大阪府大阪市淀川区宮原3丁目4番30号 ニッセイ新大阪ビル20階,06-4807-6371,大浦淳司,未上場,-,1985年03月,-,1985,3
2025-07-01 13:19:16,https://prtimes.jp/main/html/rd/p/000000005.000150601.html,「誰もが探検家になれる世界を創造する」フットウェアブランド、「VIKING (ヴィーキング)」が日本向け公式ECサイトをローンチ,商品サービス,シューズ・バッグ,None,ヒロウン株式会社,https://hiroun.jp,商業（卸売業、小売業）,大阪府大阪市中央区内淡路町2-4-7,-,松浦 弘典,未上場,9800万円,1949年06月,9800,1949,6
